F_chief,F_deputy1,F_deputy2,F_deputy3
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -2.360598336380061e-07 2.0751341234796608e-07 -1.5195492975233965e-06 -1.4692176596227788e-11 7.505420785983208e-13 -3.6793454794559726e-12 2.075132575426519e-07 -1.1104108972952776e-06 -3.423365023174488e-07 7.505420785983208e-13 -8.571955612641445e-12 4.4462082505357605e-13 -1.5195482987870909e-06 -3.423365313653491e-07 1.3464707308879703e-06 -3.6793454794559726e-12 4.4462082505357605e-13 -1.0660901109676083e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1644222939707507e-06 8.19198646641045e-08 -5.340559841052602e-08 -1.084532630852189e-11 1.0503452650171245e-12 1.6195173604667568e-12 8.191964907937544e-08 1.2903161159813337e-06 -1.6020853516060485e-06 1.0503452650171245e-12 -1.346954012833786e-11 -4.6146250693213026e-12 -5.340549953950151e-08 -1.602086579812233e-06 -1.2589381507441734e-07 1.6195173604667568e-12 -4.6146250693213026e-12 -1.759195073752551e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0133871158387624e-06 -1.0471091120307637e-06 1.3363985977656205e-06 -1.1172160314094402e-11 1.3239658511795988e-12 2.870361315048207e-12 -1.0471093349498592e-06 -6.632782689552223e-07 -6.419974605994237e-07 1.3239658511795988e-12 -1.1621594622857759e-11 -3.39860034986035e-12 1.336397592025851e-06 -6.419968415053997e-07 -3.5010884624535304e-07 2.870361315048207e-12 -3.39860034986035e-12 -1.7422150521788112e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -9.741211290131004e-07 2.1715001701321048e-07 7.597302407723992e-07 -1.1359257506993668e-11 -2.5107860116337615e-12 8.96994459794936e-13 2.1714983601783997e-07 -9.136072959587945e-07 8.729275553221751e-07 -2.5107860116337615e-12 -1.9446650519030537e-11 3.145099465363903e-12 7.597306450242749e-07 8.729287455561119e-07 1.8877284237368228e-06 8.96994459794936e-13 3.145099465363903e-12 -1.1766778706015282e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -3.215010750870871e-08 2.201809666668063e-07 -1.611543528275335e-06 -1.4202686506063659e-11 7.961294109526508e-13 -3.900817443535924e-12 2.2018080780132942e-07 -1.1145581943630591e-06 -3.1527004943178855e-07 7.961294109526508e-13 -8.599097343738503e-12 5.434514718445344e-13 -1.6115425291749326e-06 -3.1527008025877197e-07 1.1467083017454806e-06 -3.900817443535924e-12 5.434514718445344e-13 -1.115094702903033e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1607886656690707e-06 1.020001213358462e-07 -7.626760035287224e-08 -1.0406549844704057e-11 1.0844800521507939e-12 1.4529350977189944e-12 1.0199991898740561e-07 1.0761568844000783e-06 -1.676080908242575e-06 1.0844800521507939e-12 -1.3550383707508685e-11 -4.664528804974637e-12 -7.626750356321047e-08 -1.6760820886317965e-06 8.463178774035653e-08 1.4529350977189944e-12 -4.664528804974637e-12 -1.6318064711613628e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.1367241347459505e-06 -1.1380160719108962e-06 1.2116435894115443e-06 -1.080969809474917e-11 1.0439748904568222e-12 2.4890783512445397e-12 -1.1380162981854926e-06 -6.043331298307972e-07 -5.986437389017988e-07 1.0439748904568222e-12 -1.1401476572959148e-11 -3.29258996413943e-12 1.2116425859805617e-06 -5.986431247150518e-07 -5.32391004387113e-07 2.4890783512445397e-12 -3.29258996413943e-12 -1.7870789406057064e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.003019500004749e-06 1.558817278967071e-07 7.134111670482796e-07 -1.1543093238159032e-11 -2.748738373436862e-12 7.865754486374847e-13 1.5588154879835896e-07 -1.011197662022576e-06 6.949420094053266e-07 -2.748738373436862e-12 -1.985808118910809e-11 2.615919998114872e-12 7.134115784377207e-07 6.949432067404727e-07 2.0142171607927607e-06 7.865754486374847e-13 2.615919998114872e-12 -1.146514922595427e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.822392298776016e-07 2.2923866162907463e-07 -1.6769473635043083e-06 -1.3696098967761843e-11 8.289299567608808e-13 -4.059804302249798e-12 2.2923849840581548e-07 -1.118939760146468e-06 -2.8679899248905713e-07 8.289299567608808e-13 -8.632490214069773e-12 6.476882649674208e-13 -1.6769463634536473e-06 -2.8679902459316876e-07 9.367005300566822e-07 -4.059804302249798e-12 6.476882649674208e-13 -1.1672392279872771e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1567311140210391e-06 1.1886923819652544e-07 -1.0141077989916048e-07 -9.995450851471206e-12 1.1020759940529323e-12 1.2902559458298262e-12 1.1886904832435603e-07 8.546232232624945e-07 -1.7219169729067165e-06 1.1020759940529323e-12 -1.3645935267622439e-11 -4.633123301286253e-12 -1.0141068567641235e-07 -1.7219181087932119e-06 3.02107896778378e-07 1.2902559458298262e-12 -4.633123301286253e-12 -1.511277017997807e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.24361701356993e-06 -1.2223476643108717e-06 1.0682941058167953e-06 -1.050690188019044e-11 7.837132684677622e-13 2.0618911603387427e-12 -1.2223478936553186e-06 -5.470301657980408e-07 -5.417261258992741e-07 7.837132684677622e-13 -1.1190436876270713e-11 -3.148585277591309e-12 1.0682931037286117e-06 -5.417255166101232e-07 -6.965868473602867e-07 2.0618911603387427e-12 -3.148585277591309e-12 -1.8277370312421856e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0307619969303028e-06 1.0119842681684406e-07 6.589247393427255e-07 -1.1728125091079193e-11 -2.971100583549351e-12 6.444495770315365e-13 1.011982490512273e-07 -1.0856011433275543e-06 5.041479856074804e-07 -2.971100583549351e-12 -2.0199020420186356e-11 2.040885679435276e-12 6.589251582518183e-07 5.041491898295449e-07 2.116363139032873e-06 6.444495770315365e-13 2.040885679435276e-12 -1.1232622333674939e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 4.036016996164487e-07 2.3452584977509155e-07 -1.7145955689225206e-06 -1.3180602903002117e-11 8.484452539491313e-13 -4.153886656240764e-12 2.345256819516785e-07 -1.1234856252149335e-06 -2.573887067477271e-07 8.484452539491313e-13 -8.672096915907466e-12 7.55829105917319e-13 -1.7145945672963181e-06 -2.5738873960710667e-07 7.198839252954463e-07 -4.153886656240764e-12 7.55829105917319e-13 -1.2218165345160777e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.152304318779781e-06 1.3227181317340643e-07 -1.283975648053597e-07 -9.611609613986084e-12 1.1042068325663731e-12 1.1331698850633315e-12 1.3227163497589702e-07 6.294455288684753e-07 -1.7390421931682894e-06 1.1042068325663731e-12 -1.3747484882113268e-11 -4.527946759262369e-12 -1.2839747357797307e-07 -1.739043287759003e-06 5.228587954939746e-07 1.1331698850633315e-12 -4.527946759262369e-12 -1.3981982968587024e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.332218136610154e-06 -1.2986590575810595e-06 9.087472581643958e-07 -1.026771639722857e-11 5.468378055977907e-13 1.5954517033902252e-12 -1.298659289666442e-06 -4.923455460977324e-07 -4.721846813883172e-07 5.468378055977907e-13 -1.0991487609799452e-11 -2.9690154019263994e-12 9.087462564421747e-07 -4.72184076916145e-07 -8.398725902226531e-07 1.5954517033902252e-12 -2.9690154019263994e-12 -1.8636250625307064e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0568962605079858e-06 5.399361415085924e-08 5.971722597409242e-07 -1.1911992857804844e-11 -3.1738837499803104e-12 4.724745372496736e-13 5.399343710618269e-08 -1.1356111963840692e-06 3.0368731043275837e-07 -3.1738837499803104e-12 -2.0463495128089843e-11 1.4291981273847776e-12 5.971726864590834e-07 3.036885212898998e-07 2.1925074556850703e-06 4.724745372496736e-13 1.4291981273847776e-12 -1.1075502698364952e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 6.282942043109515e-07 2.35942687241702e-07 -1.7237712799770597e-06 -1.2664578079901687e-11 8.543567288417393e-13 -4.181523493569817e-12 2.3594251463262103e-07 -1.1281229890193724e-06 -2.2752300484251755e-07 8.543567288417393e-13 -8.717871022461379e-12 8.663338077734573e-13 -1.7237702761108564e-06 -2.2752303792239322e-07 4.998287843096178e-07 -4.181523493569817e-12 8.663338077734573e-13 -1.2781007763211176e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1475689125573722e-06 1.4201271508940204e-07 -1.5676565969858812e-07 -9.254507139923342e-12 1.0920548448239768e-12 9.831144821971598e-13 1.42012547735313e-07 4.043673013438189e-07 -1.7273855704060898e-06 1.0920548448239768e-12 -1.38476064612145e-11 -4.356747505477251e-12 -1.5676557183678615e-07 -1.7273866267953567e-06 7.4320161637406e-07 9.831144821971598e-13 -4.356747505477251e-12 -1.2930211810094165e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4009882068725017e-06 -1.3656383893827102e-06 7.356881337603725e-07 -1.0095271594072749e-11 3.3665909236159343e-13 1.0968099446860486e-12 -1.365638623842557e-06 -4.412139815175691e-07 -3.911803578230309e-07 3.3665909236159343e-13 -1.0807487781905959e-11 -2.7567303087350797e-12 7.356871314247834e-07 -3.911797580158223e-07 -9.597742251914484e-07 1.0968099446860486e-12 -2.7567303087350797e-12 -1.894254584057947e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.0809964694526238e-06 1.5039580097422123e-08 5.291702449160773e-07 -1.2092344673720436e-11 -3.353363802532666e-12 2.730892889175439e-13 1.5039403123415128e-08 -1.1604141984457267e-06 9.685247912509025e-08 -3.353363802532666e-12 -2.0646831983916834e-11 7.909448169326614e-13 5.291706796343079e-07 9.685369633610628e-08 2.2414106667170072e-06 2.730892889175439e-13 7.909448169326614e-13 -1.0998942223863882e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 8.52594871706669e-07 2.3345253816186597e-07 -1.7042233982141772e-06 -1.21564944412821e-11 8.465258279494387e-13 -4.1420530897506545e-12 2.3345236063944275e-07 -1.1327773667041438e-06 -1.9769646901379944e-07 8.465258279494387e-13 -8.769756073352119e-12 9.776420968049445e-13 -1.7042223914049183e-06 -1.9769650177351582e-07 2.8018249449813e-07 -4.1420530897506545e-12 9.776420968049445e-13 -1.3353557286369664e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.142590427560561e-06 1.4795894718323117e-07 -1.860361248692722e-07 -8.923552103143303e-12 1.0668720520731623e-12 8.412898149885121e-13 1.479587898222306e-07 1.830838476436465e-07 -1.6873471782991332e-06 1.0668720520731623e-12 -1.3940086577827347e-11 -4.1273094572250985e-12 -1.8603604068519388e-07 -1.6873481994664254e-06 9.595065846704967e-07 8.412898149885121e-13 -4.1273094572250985e-12 -1.1960706591358663e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4487256805217644e-06 -1.4221309659676717e-06 5.520439982162797e-07 -9.99187729425497e-12 1.5612114911126724e-13 5.733345306255247e-13 -1.4221312024038287e-06 -3.945118318320829e-07 -3.000758434515145e-07 1.5612114911126724e-13 -1.0641119502225649e-11 -2.51496008091372e-12 5.520429942937706e-07 -3.000752480861771e-07 -1.0542138486559458e-06 5.733345306255247e-13 -2.51496008091372e-12 -1.919214885528775e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1026697491543763e-06 -1.502405386248292e-08 4.560345850275004e-07 -1.2266880061949308e-11 -3.506165163494451e-12 4.928539374784966e-14 -1.50242314443896e-08 -1.1596008182648501e-06 -1.1296401615975735e-07 -3.506165163494451e-12 -2.0745790266994843e-11 1.3692604704661705e-13 4.5603502783424604e-07 -1.1296279289684684e-07 2.262270566270286e-06 4.928539374784966e-14 1.3692604704661705e-13 -1.1006789762147137e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0727636575658772e-06 2.2708339691638973e-07 -1.6561767311640134e-06 -1.1664816228208447e-11 8.249925713487923e-13 -4.035686249090206e-12 2.2708321441118008e-07 -1.137373789149896e-06 -1.684064101434234e-07 8.249925713487923e-13 -8.827684290236565e-12 1.0881905911444642e-12 -1.6561757206712687e-06 -1.6840644204344402e-07 6.461013097957134e-08 -4.035686249090206e-12 1.0881905911444642e-12 -1.3928425989744762e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1374381983090643e-06 1.5004043315864935e-07 -2.1572141571253748e-07 -8.61810489784537e-12 1.0299474500840572e-12 7.086766029517853e-13 1.5004028493041467e-07 -3.081590247649021e-08 -1.6197815922513582e-06 1.0299474500840572e-12 -1.4019837072577441e-11 -3.847311877602249e-12 -2.1572133546137774e-07 -1.619782581061619e-06 1.1682541051473477e-06 7.086766029517853e-13 -3.847311877602249e-12 -1.1075610460338129e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4745901492696912e-06 -1.4671607674833426e-06 3.609333814559536e-07 -9.959021213630186e-12 7.784246898416264e-15 3.2639369749677995e-14 -1.4671610054719663e-06 -3.530411219834225e-07 -2.0041236503595558e-07 7.784246898416264e-15 -1.0494866857898887e-11 -2.2472763887262157e-12 3.609323749869158e-07 -2.004117738193632e-07 -1.1215490273847235e-06 3.2639369749677995e-14 -2.2472763887262157e-12 -1.938174455038866e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1215620977170121e-06 -3.569992100833291e-08 3.78963430283262e-07 -1.2433393677647149e-11 -3.629339669166783e-12 -1.9543647708944301e-13 -3.5700099893856476e-08 -1.1331718077313908e-06 -3.2232146215433157e-07 -3.629339669166783e-12 -2.075866566066433e-11 -5.215433176455094e-13 3.7896388116200913e-07 -3.223202331534978e-07 2.2547339043376565e-06 -1.9543647708944301e-13 -5.215433176455094e-13 -1.1101465925914298e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.2851047714695347e-06 2.16928254029926e-07 -1.5803343362778742e-06 -1.1197911084014517e-11 7.899729015551718e-13 -3.863493684140487e-12 2.169280665305514e-07 -1.141838037835217e-06 -1.4014457739877548e-07 7.899729015551718e-13 -8.891574927397659e-12 1.1964287229992018e-12 -1.5803333213257166e-06 -1.4014460790761372e-07 -1.432667343481223e-07 -3.863493684140487e-12 1.1964287229992018e-12 -1.4498273188389176e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1321842416045203e-06 1.4824978561004936e-07 -2.4533324928614707e-07 -8.3374988959646e-12 9.825800144255206e-13 5.860563082425441e-13 1.4824964565197206e-07 -2.339036921819773e-07 -1.5259748037646258e-06 9.825800144255206e-13 -1.4082798024831288e-11 -3.5242205361318025e-12 -2.4533317316805627e-07 -1.5259757629707578e-06 1.3660879377712617e-06 5.860563082425441e-13 -3.5242205361318025e-12 -1.0276110489560544e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.47811906187452e-06 -1.499948752841766e-06 1.6561103475918902e-07 -9.997368525735079e-12 -1.0619037999792355e-13 -5.174849247003034e-13 -1.4999489919394252e-06 -3.175148237493883e-07 -9.388286803107242e-08 -1.0619037999792355e-13 -1.0370996714666633e-11 -1.9575561779725788e-12 1.6561002480600658e-07 -9.388228060177864e-08 -1.1606042383571668e-06 -5.174849247003034e-13 -1.9575561779725788e-12 -1.9508822080855465e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1373637749138717e-06 -4.6640545207471295e-08 2.9921899173505106e-07 -1.2589818446574335e-11 -3.720438021012377e-12 -4.571242038469591e-13 -4.6640726097587075e-08 -1.0815382123726099e-06 -5.27783268874479e-07 -3.720438021012377e-12 -2.068536038356985e-11 -1.1728522675552732e-12 2.992194505638161e-07 -5.277820344528952e-07 2.218901986218677e-06 -4.571242038469591e-13 -1.1728522675552732e-12 -1.128386822559576e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4860298639727871e-06 2.0314434838920224e-07 -1.4778716546762315e-06 -1.0763963805319531e-11 7.418551717320755e-13 -3.62738918186276e-12 2.031441559416646e-07 -1.1460978938034544e-06 -1.1338875915243261e-07 7.418551717320755e-13 -8.961332278496885e-12 1.3008336722332799e-12 -1.477870634455784e-06 -1.1338878775347585e-07 -3.3993197099634707e-07 -3.62738918186276e-12 1.3008336722332799e-12 -1.5055873505039698e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1269021331666645e-06 1.4264113127056544e-07 -2.743901837283185e-07 -8.081059061117303e-12 9.260570871728044e-13 4.740321895091726e-13 1.4264099872412723e-07 -4.229617420722569e-07 -1.4076154418848073e-06 9.260570871728044e-13 -1.4125836447050955e-11 -3.1652069533870363e-12 -2.743901118908459e-07 -1.407616374131926e-06 1.549863878860799e-06 4.740321895091726e-13 -3.1652069533870363e-12 -9.562582864088817e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4592373300819388e-06 -1.5199275261641454e-06 -3.0590123300638265e-08 -1.010676166280967e-11 -1.8405503517989973e-13 -1.0691362649985442e-12 -1.5199277659140191e-06 -2.88543736540057e-07 1.769790476548733e-08 -1.8405503517989973e-13 -1.0271540673601296e-11 -1.649947157864421e-12 -3.0591137645672344e-08 1.7698488834901755e-08 -1.1706935939078097e-06 -1.0691362649985442e-12 -1.649947157864421e-12 -1.9571686823796033e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1498141016079556e-06 -4.765395373080838e-08 2.181084399323084e-07 -1.2734266755037858e-11 -3.777571246553831e-12 -7.314447772248269e-13 -4.765413731938349e-08 -1.0055160071997019e-06 -7.259693590223496e-07 -3.777571246553831e-12 -2.0527416243868574e-11 -1.8053261440006983e-12 2.181089064850824e-07 -7.259681194918039e-07 2.1553301077864527e-06 -7.314447772248269e-13 -1.8053261440006983e-12 -1.1553310692681028e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.672120808131037e-06 1.859512695000242e-07 -1.350422176026032e-06 -1.037089394772856e-11 6.811960614020445e-13 -3.3301099332289553e-12 1.8595107220652867e-07 -1.1500843780950368e-06 -8.85944300914931e-08 6.811960614020445e-13 -9.036843376962035e-12 1.39992446958032e-12 -1.3504211496987007e-06 -8.859445628969497e-08 -5.220364309795906e-07 -3.3301099332289553e-12 1.39992446958032e-12 -1.5594180862991818e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1216658981525847e-06 1.333280772075616e-07 -3.024248163260451e-07 -7.848118114038483e-12 8.616376622056176e-13 3.730504964905908e-13 1.3332795122347336e-07 -5.950276255592525e-07 -1.2667611361509082e-06 8.616376622056176e-13 -1.4146644933255597e-11 -2.7770922362530744e-12 -3.0242474886693906e-07 -1.266762043982039e-06 1.7166935269841683e-06 3.730504964905908e-13 -2.7770922362530744e-12 -8.93472967273919e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.4182595375517282e-06 -1.5267520113284197e-06 -2.2431885564601833e-07 -1.0286219616456189e-11 -2.2449014242743856e-13 -1.6143648873690124e-12 -1.5267522512666005e-06 -2.6662526645517473e-07 1.3242582567309687e-07 -2.2449014242743856e-13 -1.0198277484061493e-11 -1.3288343261050626e-12 -2.2431987525293707e-07 1.3242640687306798e-07 -1.1516342715955862e-06 -1.6143648873690124e-12 -1.3288343261050626e-12 -1.9569473352545003e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1587056174308985e-06 -3.870719633622391e-08 1.3696408687789494e-07 -1.2865068378786883e-11 -3.799459987258244e-12 -1.0137659260490679e-12 -3.870738329745952e-08 -9.063151709378493e-07 -9.13608076007273e-07 -3.799459987258244e-12 -2.0288008601780816e-11 -2.4074663917096445e-12 1.369645608280643e-07 -9.13606831665991e-07 2.065020787396687e-06 -1.0137659260490679e-12 -2.4074663917096445e-12 -1.1907500844981557e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.8401908303983168e-06 1.6562789816235851e-07 -1.200054557834392e-06 -1.0026276123632114e-11 6.087161296650178e-13 -2.9751950226287285e-12 1.6562769617966375e-07 -1.1537329595923933e-06 -6.618661004584559e-08 6.087161296650178e-13 -9.117975443105407e-12 1.4922755017865542e-12 -1.2000535245357946e-06 -6.618663337426745e-08 -6.864578718688677e-07 -2.9751950226287285e-12 1.4922755017865542e-12 -1.610638953412135e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.116548930381421e-06 1.2048090708653748e-07 -3.289905257244838e-07 -7.638030469879991e-12 7.90540042506399e-13 2.8342117675755583e-13 1.2048078682874648e-07 -7.474339275472894e-07 -1.1058008366244633e-06 7.90540042506399e-13 -1.4143643499691183e-11 -2.3663120369580927e-12 -3.289904626946877e-07 -1.1058017224873903e-06 1.8639828608638808e-06 2.8342117675755583e-13 -2.3663120369580927e-12 -8.391705317050254e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.3558846560766046e-06 -1.5203058787023862e-06 -4.122659722062555e-07 -1.053393662405995e-11 -2.2661947830375262e-13 -2.1452378232745136e-12 -1.5203061183642962e-06 -2.521343579312367e-07 2.4834160356297124e-07 -2.2661947830375262e-13 -1.0152715336216579e-11 -9.988064840041017e-13 -4.1226699789983167e-07 2.483421824433946e-07 -1.1037502987756046e-06 -2.1452378232745136e-12 -9.988064840041017e-13 -1.9502160133218834e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.163887543633626e-06 -1.9927701176297635e-08 5.712304425717736e-08 -1.2980803936105321e-11 -3.785469883955901e-12 -1.2992465124364329e-12 -1.9927892152276708e-08 -7.855232219605416e-07 -1.0875870666876875e-06 -3.785469883955901e-12 -1.997190074184546e-11 -2.9681903607276996e-12 5.7123525182881216e-08 -1.0875858178127517e-06 1.9494107646726767e-06 -1.2992465124364329e-12 -2.9681903607276996e-12 -1.2342555380424728e-11
0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.9873427018365003e-06 1.4250820145321793e-07 -1.0292413250828408e-06 -9.737261572511138e-12 5.252951194355023e-13 -2.5669626047248416e-12 1.4250799499052295e-07 -1.1569847054437176e-06 -4.6552106165533524e-08 5.252951194355023e-13 -9.204573145541381e-12 1.5765297039385304e-12 -1.0292402839274428e-06 -4.655212619172033e-08 -8.303579975771796e-07 -2.5669626047248416e-12 1.5765297039385304e-12 -1.6585993628132786e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1116229526518574e-06 1.043230974150412e-07 -3.536677021326405e-07 -7.450184179643136e-12 7.139333337902738e-13 2.053376244811661e-13 1.0432298206371979e-07 -8.77842528988612e-07 -9.274138624985099e-07 7.139333337902738e-13 -1.4115887011036909e-11 -1.9388993344673282e-12 -3.536676435393488e-07 -9.274147287535419e-07 1.9894654842497844e-06 2.053376244811661e-13 -1.9388993344673282e-12 -7.932231312371582e-12,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.2731833644883746e-06 -1.500703575055933e-06 -5.912239124858274e-07 -1.0847280764859602e-11 -1.900262794252497e-13 -2.6539061967018707e-12 -1.5007038139828628e-06 -2.453167788342453e-07 3.6346608126425896e-07 -1.900262794252497e-13 -1.0136073626059346e-11 -6.64621488633293e-13 -5.912249450382052e-07 3.634666584303248e-07 -1.027866586412543e-06 -2.6539061967018707e-12 -6.64621488633293e-13 -1.9370585911850418e-11,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -1.1652684967801332e-06 8.397599214000548e-09 -2.0093435563912608e-08 -1.3080332809616647e-11 -3.735631871480467e-12 -1.5829330392191674e-12 8.397403625363255e-09 -6.450832587005547e-07 -1.2450025644483406e-06 -3.735631871480467e-12 -1.958535969535676e-11 -3.477063929206463e-12 -2.00929481725857e-08 -1.2450013112888917e-06 1.8103517546101017e-06 -1.5829330392191674e-12 -3.477063929206463e-12 -1.2853054447300792e-11
